start_station;end_station;start_date;minutes
St-Denis / Ste-Catherine;de la Côte St-Antoine / Argyle;10/10/2022 10:34:27;228
du Havre / de Rouen;Letourneux / Ste-Catherine;22/07/2022 19:52:26;228
McKenna / Édouard-Montpetit;Métro St-Michel (Shaughnessy / St-Michel);09/09/2022 08:22:09;227
Omer-Lavallée / du Midway;3e avenue / Holt;18/07/2022 12:45:19;227
des Jockeys / Décarie;de Bellechasse / de St-Vallier;02/10/2022 13:57:37;227
Drummond / Sherbrooke;Ottawa / William;18/07/2022 15:30:52;226
Fullum / Gilford;Aylmer / Sherbrooke;15/08/2022 14:44:50;226
Atateken / du Square Amherst;Sanguinet / Ste-Catherine;08/07/2022 21:14:18;225
Clark / Prince-Arthur;Gare d'autocars de Montréal (Berri / Ontario);08/09/2022 18:05:06;225
Louisbourg / O'brien;Hôpital Sacré-Coeur (Forbes);16/09/2022 13:32:44;225
Messier / St-Joseph;Villeneuve / de l'Hôtel-de-Ville;24/09/2022 08:33:16;225
Kirkfield / de Chambois;Duluth / de l'Esplanade;09/05/2022 17:21:13;224
Lionel-Groulx / George-Vanier;Canning / Notre-Dame;25/08/2022 13:15:42;224
Wolfe / de la Gauchetière;St-Mathieu / Sherbrooke;25/06/2022 18:00:50;224
Clark / Rachel;St-Antoine / St-François-Xavier;10/10/2022 11:25:52;223
Milton / Durocher;Aylmer / Sherbrooke;15/05/2021 12:44:58;222
Grey / Sherbrooke;de Maisonneuve / Mansfield (nord);03/06/2022 21:35:31;221
Émile-Journault / de Chateaubriand;de Bordeaux / Jean-Talon;26/05/2022 19:25:12;220
Aylmer / Ste-Catherine;Place du Canada (Peel / de la Gauchetière);21/08/2022 10:51:55;219
Gary-Carter / St-Laurent;Drolet / Laurier;02/08/2022 20:14:56;219
de l'Esplanade / Fairmount;Maguire / St-Laurent;12/06/2022 18:19:14;219
15e avenue / Masson;Union / René-Lévesque;10/06/2022 14:26:56;218
5e avenue / Masson;10e avenue / Masson;13/08/2022 12:03:14;218
Hôpital général juif (de la Côte Ste-Catherine / Légaré);de la Peltrie / de la Côte-des-Neiges;25/04/2022 12:12:01;218
Boyer / du Mont-Royal;Marquette / du Mont-Royal;16/04/2022 16:59:43;217
des Ormeaux / de Grosbois;St-Jacques / St-Pierre;21/08/2021 17:06:04;217
Calixa-Lavallée / Rachel;Parc Georges St-Pierre (Oxford / Upper Lachine);01/07/2022 20:10:16;216
de Maisonneuve / Greene;de la Commune / Place Jacques-Cartier;15/06/2022 17:33:54;216
Henri-Julien / Duluth;de l'Hôtel-de-Ville / Roy;04/08/2022 16:28:05;215
Rivard / Rachel;André-Laurendeau / Rachel;24/09/2022 20:18:35;215
Valois / Ste-Catherine;Letourneux / Hochelaga;03/06/2022 20:38:10;215
de l'Eglise / St-Germain;Beaucourt / de la Côte-Ste-Catherine;06/07/2021 18:16:10;215
Aylmer / Sherbrooke;CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville);18/08/2022 00:49:58;214
Parc des Hirondelles (Fleury / André-Jobin);Laforest / Dudemaine;07/07/2022 09:38:43;214
Chabot / Villeray;27e avenue / Rosemont;24/06/2022 10:38:39;213
Cypress / Peel;Resther / du Mont-Royal;07/08/2022 17:33:42;213
Terminus Le Carrefour (Terry-Fox / Le Carrefour);Louisbourg / O'brien;08/10/2022 17:44:35;212
de Bordeaux / Marie-Anne;Parthenais / du Mont-Royal;28/08/2022 13:55:58;210
Dubois / Eadie;Parc St-Paul (Le Caron / Marc-Sauvalle);25/07/2021 18:25:33;209
de Mentana / Laurier;de Versailles / St-Jacques;03/09/2022 15:12:53;209
Bourget / St-Jacques;St-Nicolas / Place d'Youville;26/06/2022 14:38:16;208
Lajeunesse / Jarry;de Gaspé / Beaubien;19/04/2021 16:36:15;208
St-Dominique / Bernard;Parc Père-Marquette (Chambord / Rosemont);03/05/2022 19:19:14;207
de Mentana / Rachel;Calixa-Lavallée / Rachel;25/08/2021 17:31:34;207
Lincoln / du Fort;U. Concordia - Campus Loyola (Sherbrooke / West Broadway);30/09/2022 15:15:59;206
Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési);Francis / Fleury;20/08/2022 12:06:25;206
Quai de la navette fluviale;de la Commune / Place Jacques-Cartier;19/06/2022 16:39:07;206
de Melrose / Sherbrooke;Parc Jeanne-Mance (du Mont-Royal / du Parc);08/05/2022 00:45:13;206
Métro Sherbrooke (de Rigaud / St-Denis);Berri /Ste-Catherine;12/09/2022 14:59:23;205
Palm / St-Rémi;Métro Place St-Henri (St-Ferdinand / St-Jacques);04/11/2021 18:22:50;205
Parc Painter (Marcotte / Quenneville);Tolhurst / Fleury;16/09/2022 13:15:14;205
Hutchison / des Pins;de Bleury / de Maisonneuve;13/06/2021 12:38:49;204
Place Émilie-Gamelin (St-Hubert / de Maisonneuve);Prince-Arthur / du Parc;21/08/2021 10:30:53;204
Turgeon / Notre-Dame;Marquette / Laurier;07/07/2022 21:11:09;204
Marie-Anne / Papineau;Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain);03/11/2021 09:34:18;203
St-André / Ontario;Parc de Bullion (de Bullion / Prince-Arthur);20/06/2022 13:15:49;203
Dixie / 54e avenue;Parc Summerlea (53e avenue / St-Joseph);25/06/2022 20:34:50;202
Parc Stoney-Point (St-Joseph / 47e avenue);Parc de Beauséjour (Gouin / Henri-d'Arles);22/05/2022 14:54:02;202
Parc Van Horne (de la Peltrie / de Westbury);Louis-Hémon / Rosemont;03/06/2022 20:25:16;202
de Maisonneuve / Aylmer (ouest);Cypress / Peel;26/06/2022 20:59:33;202
Louis-Hébert / Beaubien;Bernard / Jeanne-Mance;07/10/2021 22:51:43;201
Pontiac / Gilford;Laurier / de Bordeaux;01/11/2022 14:14:31;201
University / Milton;Ste-Catherine / St-Marc;29/05/2022 15:35:03;201
Beaudry / Ontario;St-Joseph / 8e avenue Lachine;05/08/2022 16:08:50;200
Bossuet / Sherbrooke;Métro Beaudry (Montcalm / de Maisonneuve);27/06/2022 20:02:53;200
Drolet / St-Zotique;de Gaspé / Beaubien;12/04/2021 17:17:32;200
Notre-Dame / Jean-d'Estrées;William / Robert-Bourassa;25/06/2022 13:17:55;200
Papineau / René-Lévesque;des Seigneurs / Notre-Dame;17/07/2021 11:31:52;200
Parc Wilfrid-Bastien (Lacordaire / des Galets);d'Orléans / Masson;04/11/2022 16:06:01;199
Robert-Bourassa / Ste-Catherine;Métro Angrignon (Lamont /  des Trinitaires);27/09/2021 18:37:15;199
Aylmer / Prince-Arthur;Square St-Louis (du Square St-Louis / Laval);14/06/2022 10:20:00;198
Chabot / de Bellechasse;Molson / Beaubien;23/05/2022 09:49:22;198
Gauthier / Parthenais;Alexandre-DeSève / Ste-Catherine;21/05/2022 18:35:19;198
St-Mathieu / Sherbrooke;Marcil / Sherbrooke;06/07/2021 22:31:43;198
Elgar / de l'Île-des-Sœurs;Place du Commerce;12/05/2021 11:51:18;197
Garnier / St-Grégoire;Fullum / Marie-Anne;03/09/2022 10:25:00;197
Mairie d'arrondissement LaSalle (Dupras / Jeannette);2e avenue / Centrale;05/08/2022 12:47:23;197
Parc Champdoré (Champdoré / de Lille);Parc Stoney-Point (St-Joseph / 47e avenue);20/06/2022 13:15:46;197
du Président-Kennedy / Jeanne-Mance;Logan / de Champlain;22/05/2021 11:04:16;197
Fullum / Ontario;Ontario / Sicard;09/07/2022 22:40:32;196
Sherbrooke / Frontenac;St-André / Ontario;13/05/2022 16:44:23;196
Parc de la Confédération (Fielding / West Hill);Grand Boulevard / de Terrebonne;12/05/2022 22:20:25;195
Ste-Émilie / Sir-Georges-Etienne-Cartier;Atwater / Greene;05/08/2022 15:24:41;195
de Bordeaux / Jean-Talon;Cartier / Bélanger;08/05/2021 16:52:41;195
7e avenue / St-Joseph Rosemont;Métro Radisson (Sherbrooke / des Groseilliers);26/05/2022 21:08:08;194
de Gaspé / St-Viateur;St-Catherine / St-Laurent;14/06/2022 14:02:46;194
Alton-Goldbloom / Notre-Dame;Louisbourg / O'brien;21/09/2022 19:30:48;193
Hutchison / Prince-Arthur;Panet / Ste-Catherine;24/08/2022 14:15:42;193
St-Nicolas / Place d'Youville;Métro Charlevoix (Centre / Charlevoix);02/08/2022 00:44:37;193
Villeneuve / de l'Hôtel-de-Ville;des Érables / Laurier;21/07/2022 21:09:40;193
William / St-Henri;Ann / Wellington;10/06/2022 02:41:02;193
de Lanaudière / du Mont-Royal (2);Logan / de Champlain;17/07/2021 00:02:40;193
BAnQ (Berri);Métro Angrignon (Lamont /  des Trinitaires);19/10/2022 21:02:35;191
Ottawa / William;St-Charles / Thomas-Keefer;09/07/2022 15:58:23;191
Durocher / Bernard;St-Antoine / St-François-Xavier;31/05/2022 14:05:44;190
Parc de Montréal-Est (Notre-Dame Est / David);Parc du Pélican (1ère avenue / Masson);11/09/2022 11:49:40;190
Bishop / René-Lévesque;Stanley / Sherbrooke;13/08/2021 18:13:34;189
Jeanne-Mance / Laurier;Atwater / Greene;23/07/2021 16:37:40;189
Mackay / Sainte-Catherine;St-Patrick / Briand;10/09/2021 12:32:53;189
Marquette / Laurier;Berri / Cherrier;18/05/2022 14:44:57;189
de Lanaudière / Marie-Anne;Dorion / Ontario;16/06/2022 12:35:00;189
Sanguinet / de Maisonneuve;St-Urbain / de la Gauchetière;09/07/2021 18:42:20;188
William / Robert-Bourassa;des Bassins / du Séminaire;03/07/2022 13:15:16;188
Boyer / Rosemont;de la Commune / Place Jacques-Cartier;31/07/2021 11:09:51;187
Drolet / Marie-Anne;de la Commune / Place Jacques-Cartier;30/08/2022 10:33:53;187
Graham / Wicksteed;Graham / Kindersley;10/10/2022 14:30:15;187
CHU Sainte-Justine (de la Côte Sainte-Catherine / Hudson);Parc Kent (de Kent / Hudson);23/06/2021 23:33:40;186
Guizot / St-Denis;Gilford / St-Denis;20/05/2022 19:03:08;186
St-Germain / Hochelaga;Sherbrooke / Frontenac;22/08/2021 22:28:41;186
Egan / Laurendeau;Tupper / du Fort;04/07/2022 08:39:55;185
Gilford / de Brébeuf;St-Hubert / Laurier;30/07/2022 12:42:57;184
Maguire / Henri-Julien;Mozart / Waverly;30/09/2022 19:57:05;184
du Rosaire / St-Hubert;Henri-Julien / de Castelnau;21/08/2022 11:48:19;184
Travaux publics LaSalle (Cordner / Léger);de la Commune / St-Sulpice;14/05/2022 16:19:06;183
BAnQ (Berri / de Maisonneuve);Plessis / Logan;11/06/2022 17:38:16;182
University / Prince-Arthur;Aylmer / Prince-Arthur;03/08/2022 11:47:48;182
de Champlain / Ontario;Metcalfe / du Square-Dorchester;06/08/2021 00:36:50;182
Alexandre-DeSève  / Ontario;Atateken / du Square Amherst;17/09/2022 18:18:15;181
François-Boivin / Bélanger;Dumesnil / Bélanger;12/08/2021 19:14:13;181
Jeanne-Mance / Beaubien;Métro Parc  (Hutchison / Ogilvy);18/10/2022 14:41:46;181
Parc Summerlea (53e avenue / St-Joseph);Métro Place St-Henri (St-Ferdinand / St-Jacques);11/05/2022 11:21:09;181
Beaucourt / de la Côte-Ste-Catherine;Marché Jean-Talon (Casgrain / Shamrock);08/05/2022 11:15:03;180
Clark / Ontario;Métro St-Laurent (de Maisonneuve / St-Laurent);20/05/2021 18:46:20;180
Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi);des Récollets / Martial;19/06/2022 12:34:52;180
St-Mathieu / Ste-Catherine;du Parc-La Fontaine / Roy;25/05/2021 17:30:54;180
Parc St-Louis (St-Joseph / 34e avenue);de la Commune / Place Jacques-Cartier;13/08/2022 11:24:57;179
d'Orléans / Hochelaga;Jardin Botanique (Pie-IX / Sherbrooke);10/11/2021 14:00:00;179
Drolet / Gounod;Gary-Carter / St-Laurent;29/04/2021 16:37:02;178
Métro Beaudry (Montcalm / de Maisonneuve);Mackay / de Maisonneuve;22/07/2022 13:25:24;178
Ann / Wellington;des Bassins / du Séminaire;10/06/2022 12:41:24;177
Bel Air / St-Antoine;Bourget / St-Jacques;17/06/2022 12:01:40;177
Duluth / St-Laurent;de la Commune / St-Sulpice;23/07/2021 17:14:26;177
Lucien L'Allier / St-Jacques;Bloomfield / Jean-Talon;13/07/2021 19:20:40;177
Parc Ferland (Belleherbe / Albanel);Parc Armand-Bombardier (Perras / Armand-Bombardier);16/09/2022 19:26:04;177
Bloomfield / Bernard;Durocher / St-Viateur;30/05/2022 13:02:25;176
Marquette / Rachel;des Érables / Rachel;10/04/2021 16:26:03;176
Notre-Dame / St-Gabriel;Ste-Émilie / Sir-Georges-Etienne-Cartier;28/09/2021 13:02:33;176
Parc Villeray (Christophe-Colomb / Jarry);Métro St-Michel (Shaughnessy / St-Michel);05/09/2021 16:29:34;175
St-Dominique / Laurier;Ernest-Gendreau / du Mont-Royal;07/05/2022 14:50:43;175
Berri / Rachel;Roy / St-Denis;23/05/2022 18:02:29;174
Chabot / du Mont-Royal;Parc Maisonneuve (Viau / Sherbrooke);16/04/2022 15:34:31;174
Newman / Senkus;Place du Canada (Peel / de la Gauchetière);23/10/2022 12:11:28;174
4e avenue / de Verdun;Léa-Roback / Sir-Georges-Etienne-Cartier;10/05/2022 11:06:32;173
Rosemont / Viau;Michelet / Jean-Talon;13/07/2022 18:23:27;173
Harvard / de Monkland;U. Concordia - Campus Loyola (Sherbrooke / West Broadway);03/08/2022 20:49:06;172
St-Joseph / 21e avenue Lachine;Parc Highlands (Highlands / LaSalle);09/05/2022 15:55:01;172
de Castelnau / Lajeunesse;Boyer / Jean-Talon;11/05/2022 08:05:00;172
Complexe sportif Claude-Robillard;Chabanel / du Parc;01/10/2021 13:31:39;171
Métro Lionel-Groulx (St-Jacques / Atwater);Canning / Notre-Dame;25/06/2022 16:19:44;171
de Kent / de la Côte-des-Neiges;Métro Plamondon (de Kent / Victoria);04/06/2022 16:57:06;171
de Lanaudière / Bélanger;St-Dominique / Jean-Talon;25/06/2021 11:59:33;171
Wolfe / Robin;Atwater / Greene;06/10/2021 13:23:32;170
Sabrevois / des Récollets;Parc Champdoré (Champdoré / de Lille);22/08/2022 16:02:02;169
Fullum / Sherbrooke;Fullum / de Rouen;02/06/2021 17:56:06;168
Guy / Notre-Dame;de la Commune / St-Sulpice;02/06/2021 17:20:04;168
Hickson / Wellington;Parc St-Louis (St-Joseph / 34e avenue);22/09/2022 13:21:33;168
Mozart / St-Laurent;Berri / Duluth;13/09/2021 11:12:31;168
de la Salle / Ontario;Marché Maisonneuve;29/08/2022 07:06:00;168
Bennett / Ste-Catherine;Wurtele / de Rouen;28/05/2021 23:18:26;167
Hôpital Sacré-Coeur (Forbes);Lacombe / Victoria;24/06/2022 02:15:16;167
Métro Joliette  (Joliette / Hochelaga);Dézéry / Ontario;28/04/2021 15:32:39;167
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);Duluth / de l'Esplanade;04/09/2022 11:56:27;167
Place du Village (St-Jean-Baptiste / Notre-Dame);Aréna Rodrigue-Gilbert (du Tricentenaire / de Montigny);14/05/2022 15:11:33;167
de Bullion / du Mont-Royal;Berri / Rachel;26/05/2022 15:37:02;167
Drolet / Beaubien;Durocher / Sherbrooke;14/08/2022 16:07:00;166
1ère avenue / Masson;Métro Préfontaine (Moreau / Hochelaga);19/06/2021 16:29:40;165
Chambord/ Beaubien;Gerry-Boulet / St-Grégoire;13/05/2022 17:34:13;165
St-Jacques / McGill;Berri / Cherrier;08/06/2022 10:55:05;165
St-Marc / Ste-Catherine;Alexandre-DeSève  / Ontario;26/10/2022 13:48:54;165
Alfred Laliberté / de Poutrincourt;Parc de Beauséjour (Gouin / Henri-d'Arles);17/09/2022 12:33:58;164
Clark / de Liège;Parc Howard (de l'Épée / de Liège);17/07/2021 19:24:09;164
Hutchison / Sherbrooke;du Président-Kennedy / Jeanne-Mance;19/04/2021 16:32:07;164
Jogues / Allard;Argyle / Bannantyne;27/06/2021 12:20:55;164
Mackay / de Maisonneuve;Hutchison / Sherbrooke;14/05/2021 17:18:37;164
Métro Verdun (Willibrord / de Verdun);Monk / de Biencourt;10/07/2021 13:37:01;164
Ste-Catherine / St-Marc;Métro Guy-Concordia (Guy / St-Catherine);18/04/2021 15:33:18;164
Mansfield / Cathcart;Mackay / Sainte-Catherine;21/08/2021 14:09:33;163
Louis-Hémon / Jean-Talon;Hôpital général juif (de la Côte Ste-Catherine / Légaré);02/06/2022 12:22:38;162
Wellington / Gordon;Newman / Senkus;16/08/2022 18:29:14;162
de Chambly / Rachel;Laurier / de Bordeaux;29/06/2022 00:19:54;162
de Normanville / Beaubien;Parc Père-Marquette (de Lanaudière / de Bellechasse);06/11/2021 14:58:53;162
CHSLD Robert Cliche (de Bellechasse / 16e avenue);Parc Joseph-Robin (18e avenue / Everett);20/08/2022 23:27:12;161
Hutchison / Beaubien;Campus MIL (Outremont / Thérèse-Lavoie Roux);09/07/2022 09:27:12;161
Chambord / Beaubien;Roy / St-Denis;24/05/2021 16:27:24;160
Eleanor / Ottawa;des Bassins / du Séminaire;30/10/2021 11:14:51;160
Parthenais / Ste-Catherine;Poupart / Ste-Catherine;18/05/2022 22:03:46;160
Dorion / Rachel;Rachel / de Brébeuf;03/06/2022 10:37:52;159
St-Laurent / St-Jacques;Hickson / Wellington;04/11/2022 13:19:29;159
Union / René-Lévesque;Mackay / de Maisonneuve;10/07/2022 19:42:56;159
de la Roche /  de Bellechasse;St-Dominique / Napoléon;24/08/2022 09:39:58;159
de la Roche / Everett;Parc Howard (de l'Épée / de Liège);13/07/2021 18:48:58;159
Lacombe / Victoria;Parc Beaulac (rue Élizabeth);03/06/2022 22:59:46;158
Parc de Dieppe;St-Christophe / René-Lévesque;03/08/2022 20:51:55;158
Peel / Ottawa;Young / Wellington;24/06/2022 12:45:35;158
Centre ÉPIC (St-Zotique / 40e avenue);Michelet / Jean-Talon;29/07/2022 17:39:20;157
Cartier / St-Joseph;Gare d'autocars de Montréal (Berri / Ontario);31/08/2022 18:45:52;156
Gare d'autocars de Montréal (Berri / Ontario);de la Commune / Place Jacques-Cartier;06/07/2022 18:36:00;156
Mackay / Ste-Catherine;Metcalfe / St-Catherine;03/05/2022 13:22:13;156
Bennett / Pierre-de-Coubertin;19e avenue / St-Zotique;05/06/2021 00:38:07;155
Labadie / du Parc;de Normanville / Beaubien;09/11/2021 10:09:31;155
Laurier / de Brébeuf;Boyer / Jean-Talon;13/11/2021 02:22:44;155
Stanley / Sherbrooke;Métro Atwater (Atwater / Ste-Catherine);28/05/2021 16:47:56;155
Clark / St-Viateur;Durocher / Beaumont;07/07/2022 12:49:30;154
Durocher / Beaumont;Métro Parc  (Hutchison / Ogilvy);08/11/2022 10:23:45;154
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy);Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);25/08/2021 13:36:31;154
de Bordeaux / Gilford;Waverly / St-Viateur;10/11/2021 09:09:29;154
Chambord / Fleury;Hamel / Sauvé;22/08/2022 19:11:06;153
LaSalle / 37e avenue;Métro Angrignon (Lamont /  des Trinitaires);14/08/2022 12:49:16;153
Métro Cadillac (Cadillac / Sherbrooke);McTavish / Sherbrooke;03/09/2022 07:13:23;153
Villeray / St-Michel;Parc Champdoré (Champdoré / de Lille);02/05/2022 22:48:05;153
de Laprairie / Centre;Chomedey / de Maisonneuve;06/11/2022 20:38:38;153
Gagne / LaSalle;Rousselot / Jarry;14/07/2022 15:10:42;152
Clark / Fleury;Chabot / de Bellechasse;11/06/2022 09:46:31;151
Hutchison / Van Horne;Ball / Querbes;01/06/2021 12:14:52;151
Melville / de Maisonneuve;Métro Vendôme (de Marlowe / de Maisonneuve);26/08/2022 13:18:19;151
Métro Frontenac (Ontario / du Havre);de Bordeaux / Masson;07/08/2022 15:30:16;151
Métro Plamondon (Carlton / Victoria);Parc Jeanne-Mance (du Mont-Royal / du Parc);06/11/2022 13:33:12;151
Swail / Decelles;Parc des Rapides (LaSalle / 6e avenue);17/08/2021 17:52:56;151
de Chambly / de Rouen;St-Denis / Ste-Catherine;13/10/2022 08:22:49;151
de l'Hôtel-de-Ville / Villeneuve;Louis-Hémon / Jean-Talon;23/10/2022 18:17:06;150
Beaubien / 8e avenue;19e avenue / St-Zotique;23/07/2021 18:59:32;149
Bercy / Rachel;St-Hubert / Duluth;22/04/2022 18:56:14;149
Bloomfied / St-Viateur;du Champ-de-Mars / Gosford;30/10/2022 17:17:26;149
Métro Crémazie (Crémazie / Lajeunesse);Complexe sportif Claude-Robillard;17/05/2022 17:25:54;149
Parc Highlands (Highlands / LaSalle);Terminus Newman (Airlie / Lafleur);11/08/2021 12:30:04;149
Parc Père-Marquette (de Lanaudière / de Bellechasse);Valois / Ste-Catherine;29/09/2022 10:03:39;149
Villeneuve / du Parc;Fullum / Gilford;30/08/2022 15:13:57;149
Wurtele / de Rouen;Hogan / Ontario;04/06/2022 19:10:42;149
6e avenue / Villeray;Parc Jeanne-Mance (du Mont-Royal / du Parc);25/09/2022 10:59:48;148
Gilford / de Lanaudière;St-Dominique / du Mont-Royal;21/09/2022 17:17:28;148
St-Dominique / Jean-Talon;Métro de Castelnau (de Castelnau / St-Laurent);15/06/2021 17:12:17;148
St-Hubert /de Maisonneuve;Métro Lionel-Groulx (St-Jacques / Atwater);06/08/2022 23:28:13;148
St-Patrick / Briand;de la Commune / King;24/06/2022 11:46:41;148
de l'Hôtel-de-Ville / Ontario;Ste-Catherine / Union;10/05/2022 14:30:22;148
de la Côte St-Paul / St-Ambroise;Place d'Youville / McGill;20/07/2022 09:22:32;148
28e avenue / Rosemont;Jardin Botanique (Pie-IX / Sherbrooke);02/07/2021 01:36:19;147
Casgrain / Mozart;de Brébeuf / du Mont-Royal;10/07/2021 00:38:38;147
Cégep André-Laurendeau;de Laprairie / Centre;20/07/2021 13:13:46;147
Logan / Fullum;Léa-Roback / Sir-Georges-Etienne-Cartier;14/09/2022 12:47:56;147
1ère avenue / Rosemont;Louis-Hémon / Rosemont;02/07/2022 17:30:24;146
St-Hubert / de Maisonneuve (sud);St-André / Ste-Catherine;31/10/2022 01:53:55;146
Gordon / Wellington;Bloomfield / Bernard;29/05/2022 17:55:59;145
Gauthier / Papineau;Gauthier / de Lorimier;06/06/2021 19:42:38;144
de Gaspé / Dante;Bélanger / St-Denis;11/06/2022 00:13:35;144
Fleury / de St-Firmin;de Gaspé / Villeray;24/09/2021 13:00:35;143
La Tour de Montréal (Pierre-de-Coubertin / Bennett);Henri-Julien / Duluth;25/06/2022 16:59:52;143
Marquette / Fleury;Fleury / de St-Firmin;08/08/2021 17:28:44;143
Métro Beaudry ( Montcalm / Ste-Catherine);de la Commune / Berri;30/09/2022 18:09:03;143
Parc MacDonald (Clanranald / Isabella);de la Côte St-Antoine / Royal;17/06/2021 17:19:34;143
